ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
HR1021031820,2021-03-21,2006000,PEMA013035306,PEMA-HR1000,목,삼표,청원,9.8,50.3,1.9,0,0,8316,7000
HR1021031826,2021-03-21,2006400,PEMA013032302,PEMA-HR1000,목,아세아,수원,8.7,70.9,2.5,0,0,3528,7000
HR1021031816,2021-03-21,2005900,PEMA013023013,PEMA-HR1000,목,동양건재,대구,11.4,49.4,2.2,0,0,5445,5000
HR1021031909,2021-03-22,2001400,PEMA063041501,PEMA-HR1000,금,성진,인천,9.9,63.3,3.5,0,0,9306,10000
SR2021031922,2021-03-22,2002700,PEMA043046101,PEMA-SR2000,금,신우,울산,13.2,49.6,2.4,0,0,9306,10000
HR1021031915,2021-03-22,2001600,PEMA033127000,PEMA-HR1000,금,창원,창원,11.7,53.6,1.5,0,0,7308,7000
HR1021031916,2021-03-22,2001700,PEMA033127000,PEMA-HR1000,금,창원,창원,11.7,53.6,1.5,0,0,3780,3000
HR1521031913,2021-03-22,2002000,PEMA033021700,PEMA-HR1500,금,동서,부산,12.8,58.8,4.4,0,0,13080,10000
PR2021031923,2021-03-22,2002500,PEMA023901510,PEMA-PR2000,금,동양파일,익산,10.5,62.5,2.3,0,0,8910,10000
SR2021031919,2021-03-22,2002600,PEMA023120100,PEMA-SR2000,금,성우,영동,9.9,70.8,2,0,0,10300,10000
HR1021031917,2021-03-22,2001800,PEMA023074200,PEMA-HR1000,금,팔마,완주,11.5,52.8,1.8,0,0,7920,10000
500F21031912,2021-03-22,2007700,PEMA023058600,PEMA-500FR,금,유진,강서,10.8,61.5,2.4,0,0,23660,20000
PR2021031910,2021-03-22,2002300,PEMA023045801,PEMA-PR2000,금,신아,영동,9.9,70.8,2,0,0,13309,12500
PR2021031910,2021-03-22,2002400,PEMA023045801,PEMA-PR2000,금,신아,영동,9.9,70.8,2,0,0,8370,12500
SR3F21031920,2021-03-22,2002800,PEMA023002600,PEMA-SR3000F,금,경동,부산,12.8,58.8,4.4,0,0,4746,5000
HR1521031918,2021-03-22,2002100,PEMA013120100,PEMA-HR1500,금,성우,영동,9.9,70.8,2,0,0,8640,10000
HR1021031908,2021-03-22,2001300,PEMA013114800,PEMA-HR1000,금,찬우,밀양,10,60.8,0.8,0,0,15600,10000
HR1021031914,2021-03-22,2001500,PEMA013078800,PEMA-HR1000,금,한성,경산,11.5,54.9,1,0,0,4343,6000
HR1521031921,2021-03-22,2002200,PEMA013023009,PEMA-HR1500,금,동양건재,부산,12.8,58.8,4.4,0,0,14124,10000
AE21032119,2021-03-24,2002900,SSA013082500,AE,일,현대,안성,12.3,53.4,0.7,0,0,12480,10000
HR1021032128,2021-03-24,2004500,PEMA093001100,PEMA-HR1000,일,동해,동해,13,50.4,2.1,0,0,14916,10000
PC2B21032131,2021-03-24,2005300,PEMA073061300,PEMA-PCM2000B,일,장원,남양주,12,54.3,0.6,0,0,6084,5000
CSA521032107,2021-03-24,2006100,PEMA063069401,CSA5000,일,천마,서울,12.6,58.4,1.4,0,0,16445,10000
PCM221032130,2021-03-24,2005400,PEMA063061300,PEMA-PCM2000,일,장원,남양주,12,54.3,0.6,0,0,6215,5000
SR3F21032121,2021-03-24,2005600,PEMA063030500,PEMA-SR3000F,일,부산,부산,15.8,48.1,2.6,0,0,1786,3000
HR1021032113,2021-03-24,2003800,PEMA053051700,PEMA-HR1000,일,영광,영광,10.4,68.5,1.2,0,0,7315,10000
HR1521032106,2021-03-24,2004700,PEMA053046500,PEMA-HR1500,일,신일,송파,12.6,58.4,1.4,0,0,4536,5000
HR1021032111,2021-03-24,2003700,PEMA043023200,PEMA-HR1000,일,동양,경광주,12.3,53.4,0.7,0,0,10152,10000
HR1021032105,2021-03-24,2003500,PEMA033046500,PEMA-HR1000,일,신일,송파,12.6,58.4,1.4,0,0,8910,10000
CSA521032104,2021-03-24,2003200,PEMA033035303,CSA5000,일,삼표,성수,12.6,58.4,1.4,0,0,5018,8000
HR1521032120,2021-03-24,2005000,PEMA033030500,PEMA-HR1500,일,부산,부산,15.8,48.1,2.6,0,0,15682,12000
HR1021032103,2021-03-24,2003400,PEMA023077800,PEMA-HR1000,일,한덕,천안,11.3,57.8,0.8,0,0,7812,7000
HR1021032102,2021-03-24,2003300,PEMA023041503,PEMA-HR1000,일,성진,천안,11.3,57.8,0.8,0,0,8910,10000
PR1021032125,2021-03-24,2005500,PEMA023033303,PEMA-PR1000,일,삼성,문경,13.8,37.9,1.6,0,0,11435,15000
HR1521032112,2021-03-24,2004800,PEMA023026300,PEMA-HR1500,일,만수,정읍,10.7,67.9,0.9,0,0,13068,10000
HR1021032118,2021-03-24,2004104,PEMA023024801,PEMA-HR1000,일,동진,수원,11.9,66.4,1.1,0,0,11731,8000
HR1521032126,2021-03-24,2005100,PEMA023006800,PEMA-HR1500,일,극동,사천,12.4,58.4,0.8,0,0,8712,10000
HR1521032126,2021-03-24,2005200,PEMA023006800,PEMA-HR1500,일,극동,사천,12.4,58.4,0.8,0,0,7062,5000
CSA421032110,2021-03-24,2003000,PEMA013129600,CSA4000,일,대양,청주,14.4,44.6,0.9,0,0,2059,2000
HR1021032122,2021-03-24,2004200,PEMA013122400,PEMA-HR1000,일,성진,부산,15.8,48.1,2.6,0,0,5544,8000
HR1021032123,2021-03-24,2004300,PEMA013122400,PEMA-HR1000,일,성진,부산,15.8,48.1,2.6,0,0,6480,8000
HR1021032124,2021-03-24,2004400,PEMA013122400,PEMA-HR1000,일,성진,부산,15.8,48.1,2.6,0,0,7814,8000
HR1021032117,2021-03-24,2004100,PEMA013117801,PEMA-HR1000,일,에스피,경광주,12.3,53.4,0.7,0,0,9419,7000
HR1021032116,2021-03-24,2004000,PEMA013082500,PEMA-HR1000,일,현대,안성,12.3,53.4,0.7,0,0,13104,10000
HR1021032115,2021-03-24,2003900,PEMA013072100,PEMA-HR1000,일,태명실업,이천,12.3,53.4,0.7,0,0,9158,8000
HR1021032101,2021-03-24,2006600,PEMA013050400,PEMA-HR1000,일,아주,광명,10.6,61.1,1.3,0,0,5273,7000
HR1521032114,2021-03-24,2004901,PEMA013041301,PEMA-HR1500,일,성원,단양,10.2,52.1,0.6,0,0,18720,15000
AE21032231,2021-03-25,2005800,SSA013035307,AE,월,삼표,풍납,12.1,70.9,2.5,25.5,13.08,842,1000
AE21032242,2021-03-25,2005900,SSA013035303,AE,월,삼표,성수,12.1,70.9,2.5,25.5,13.08,1637,2000
CSA521032208,2021-03-25,2006200,PEMA553048200,CSA5000,월,신우,경주,12.1,81.6,2.6,8.4,0,5696,10000
HR1021032240,2021-03-25,2007600,PEMA253048300,PEMA-HR1000,월,서해,태안,11.7,79.9,2.1,34.4,0,5702,8000
HR1021032241,2021-03-25,2007700,PEMA253048300,PEMA-HR1000,월,서해,태안,11.7,79.9,2.1,34.4,0,9850,8000
CSA421032211,2021-03-25,2006000,PEMA143027400,CSA4000,월,미륭,부산,14.8,77.1,3.3,14.5,7.67,9999,10000
SR2021032212,2021-03-25,2002200,PEMA063009000,PEMA-SR2000,월,나성,나주,14.7,83.6,2.3,38.5,13.02,4280,5000
HR1521032244,2021-03-25,2001600,PEMA053056800,PEMA-HR1500,월,용호,울산,13.5,85.9,2.1,23.6,5.48,4984,10000
HR1521032234,2021-03-25,2001500,PEMA053040700,PEMA-HR1500,월,성안,음성,11.7,72,1.5,15.3,0,14586,11000
SR2021032213,2021-03-25,2002300,PEMA043122100,PEMA-SR2000,월,대아,진천,13,64.1,1,10.8,12.17,5049,5000
580F21032205,2021-03-25,2005700,PEMA043090700,PEMA-580FX,월,삼영씨앤텍,양주,10.6,77.5,0.9,17.5,0,24843,15000
HR1021032243,2021-03-25,2007800,PEMA043041502,PEMA-HR1000,월,성진,화성,11.5,82.8,2.1,20.1,13.25,4631,7000
580F21032239,2021-03-25,2002700,PEMA033101400,PEMA-580FX,월,하나,금산,10.7,82.8,0.8,18,0,12540,15000
HR1021032224,2021-03-25,2007200,PEMA033099600,PEMA-HR1000,월,삼성,남원,12.6,80.5,1.9,27.1,0,6853,10000
HR1021032230,2021-03-25,2007400,PEMA033041500,PEMA-HR1000,월,성진,동탄,11.5,82.8,2.1,20.1,13.25,8008,10000
CSA521032228,2021-03-25,2006300,PEMA033035307,CSA5000,월,삼표,풍납,12.1,70.9,2.5,25.5,13.08,11669,8000
CSA521032238,2021-03-25,2006500,PEMA033035303,CSA5000,월,삼표,성수,12.1,70.9,2.5,25.5,13.08,7690,9000
HR1021032210,2021-03-25,2006700,PEMA033009000,PEMA-HR1000,월,나성,나주,14.7,83.6,2.3,38.5,13.02,8160,10000
HR1021032237,2021-03-25,2007500,PEMA033006000,PEMA-HR1000,월,구미,구미,13.6,71.4,1.4,16.1,0,3341,6000
PR1021032206,2021-03-25,2001800,PEMA023129801,PEMA-PR1000,월,삼일,충주,11.7,72,1.5,15.3,0,15503,12500
PR1021032206,2021-03-25,2002000,PEMA023129801,PEMA-PR1000,월,삼일,충주,11.7,72,1.5,15.3,0,13159,12500
HR1021032223,2021-03-25,2007100,PEMA023109400,PEMA-HR1000,월,보광,대구,12.7,84.8,2.2,18.4,10.25,4550,5000
CSA521032236,2021-03-25,2006400,PEMA023091600,CSA5000,월,태성,계룡,10.8,86.9,0.6,32.8,0,4326,5000
HR1521032222,2021-03-25,2001400,PEMA023087900,PEMA-HR1500,월,윤성,하빈,12.7,84.8,2.2,18.4,10.25,11664,10000
HR1021032221,2021-03-25,2007000,PEMA023076500,PEMA-HR1000,월,한국,예천,11.2,74.9,0.8,17.6,9.92,8160,10000
HR1021032207,2021-03-25,2006609,PEMA023054200,PEMA-HR1000,월,영화,경주,12.1,81.6,2.6,8.4,0,5632,10000
HR1521032220,2021-03-25,2001300,PEMA023022400,PEMA-HR1500,월,동아,함안,11.5,77.5,1,55.1,0,8316,10000
SR3F21032219,2021-03-25,2002500,PEMA023013000,PEMA-SR3000F,월,대동,대구,12.7,84.8,2.2,18.4,10.25,4320,4000
SR2021032235,2021-03-25,2002400,PEMA013133200,PEMA-SR2000,월,경도,경주,12.1,81.6,2.6,8.4,0,3560,5000
HR1521032218,2021-03-25,2001200,PEMA013128400,PEMA-HR1500,월,케이세웅,충주,11.7,72,1.5,15.3,0,4406,5000
PCR321032227,2021-03-25,2001700,PEMA013123501,PEMA-PCR3000E,월,서문,안산,11.5,82.8,2.1,20.1,13.25,5450,5000
HR1021032201,2021-03-25,2006606,PEMA013105210,PEMA-HR1000,월,삼우,대구,12.7,84.8,2.2,18.4,10.25,9356,9000
HR1521032217,2021-03-25,2001102,PEMA013104200,PEMA-HR1500,월,무창,산청,11.9,86.3,2.1,42.7,0,5994,5000
HR1021032216,2021-03-25,2006900,PEMA013063800,PEMA-HR1000,월,제일,이서,12.1,70.9,2.5,25.5,13.08,9792,10000
HR1021032215,2021-03-25,2006800,PEMA013057200,PEMA-HR1000,월,우경,진주,11.4,90.9,0.9,68.4,0,10120,10000
HR1021032209,2021-03-25,2006612,PEMA013048900,PEMA-HR1000,월,아성,남원,12.6,80.5,1.9,27.1,0,5069,8000
HR1021032226,2021-03-25,2007302,PEMA013048505,PEMA-HR1000,월,쌍용,성남,11.5,82.8,2.1,20.1,13.25,6591,7000
PR1021032225,2021-03-25,2002100,PEMA013024804,PEMA-PR1000,월,동진파일,서산,11.7,79.9,2.1,34.4,0,18018,20000
HR1021032326,2021-03-26,2004400,PEMA13031400,PEMA-HR1000,화,산하,덕소,10.4,94.4,1.4,6.4,0,13332,10000
CSA521032313,2021-03-26,2003100,PEMA103048200,CSA5000,화,흥진,경주,16,68.8,3.8,6.2,0,8460,10000
SR2021032323,2021-03-26,2005600,PEMA063088300,PEMA-SR2000,화,성진,안양,9.4,98,3.1,5.2,12.53,3273,5000
HR1021032301,2021-03-26,2003600,PEMA063041501,PEMA-HR1000,화,성진,인천,8,92,3.9,8.2,11.08,13299,10000
HR1021032331,2021-03-26,2004700,PEMA043101200,PEMA-HR1000,화,영진,칠곡,13.5,75.1,1.3,1.1,0,17628,10000
SR2021032340,2021-03-26,2005700,PEMA043080115,PEMA-SR2000,화,한일,대구,15.8,72.9,3.1,6,3.67,4074,6000
HR1021032343,2021-03-26,2004901,PEMA043078008,PEMA-HR1000,화,한라,여주,10,96.6,2.2,2.9,0,7392,10000
SR2021032344,2021-03-26,2005900,PEMA043062000,PEMA-SR2000,화,정선,경광주,10,96.6,2.2,2.9,0,5638,6000
CSA521032312,2021-03-26,2003000,PEMA033109700,CSA5000,화,우진,경주,16,68.8,3.8,6.2,0,6699,10000
SRE221032311,2021-03-26,2006200,PEMA033090700,SRE-200,화,삼영씨앤텍,양주,9.1,99,2.3,13.4,0,19440,15000
HR1021032322,2021-03-26,2004104,PEMA033088300,PEMA-HR1000,화,성진,안양,9.4,98,3.1,5.2,12.53,5376,7000
PCM221032345,2021-03-26,2005100,PEMA033058615,PEMA-PCM2000,화,유진,평택,9.4,98,3.1,5.2,12.53,3013,3000
HR1021032302,2021-03-26,2003700,PEMA033043500,PEMA-HR1000,화,세화,안산,9.4,98,3.1,5.2,12.53,9153,10000
CSA521032319,2021-03-26,2003200,PEMA033038100,CSA5000,화,서인,서산,8.5,94.8,4.3,2.1,0,8712,8000
CSA521032338,2021-03-26,2003500,PEMA033035303,CSA5000,화,삼표,성수,9,95.8,3.3,9.2,15,9623,9000
CSA521032233,2021-03-26,2002800,PEMA033031600,CSA5000,화,미래,평택,9.4,98,3.1,5.2,12.53,6278,8000
SR3F21032342,2021-03-26,2006100,PEMA033006300,PEMA-SR3000F,화,국민,용인,9.4,98,3.1,5.2,12.53,4415,5000
SR3F21032330,2021-03-26,2006000,PEMA023124800,PEMA-SR3000F,화,한화,포항,17.2,64.3,3.3,7.9,5.67,2970,3000
HR1021032325,2021-03-26,2004300,PEMA023064500,PEMA-HR1000,화,조양,여수,14.7,69.9,6,0.6,1.53,10152,10000
500F21032314,2021-03-26,2002600,PEMA023058600,PEMA-500FR,화,유진,강서,9,95.8,3.3,9.2,15,12320,20000
CSA521032337,2021-03-26,2003400,PEMA023038000,CSA5000,화,서원,태안,8.5,94.8,4.3,2.1,0,4655,7000
CSA521032308,2021-03-26,2002900,PEMA023035315,CSA5000,화,삼표,오산,9.4,98,3.1,5.2,12.53,10829,8000
PR2021032310,2021-03-26,2005500,PEMA023024804,PEMA-PR2000,화,동진파일,서산,8.5,94.8,4.3,2.1,0,8554,10000
PR1021032321,2021-03-26,2005400,PEMA013901600,PEMA-PR1000,화,동양파일,함안,15.9,57.8,3.5,5,0,10164,15000
PR1021032309,2021-03-26,2005200,PEMA013129802,PEMA-PR1000,화,삼일,칠서,15.9,57.8,3.5,5,0,26611,22000
PR1021032309,2021-03-26,2005300,PEMA013129802,PEMA-PR1000,화,삼일,칠서,15.9,57.8,3.5,5,0,2454,3000
HR1521032348,2021-03-26,2002800,PEMA013120100,PEMA-HR1500,화,성우,영동,9.4,98,3.1,5.2,12.53,9700,10000
HR1021032320,2021-03-26,2004100,PEMA013118500,PEMA-HR1000,화,성창,삼척,13.4,69.9,1.8,1.9,0,9360,10000
CSA521032327,2021-03-26,2003300,PEMA013091500,CSA5000,화,울산,울산,17.4,67.3,2.8,11.2,4.67,7560,10000
CSA521032347,2021-03-26,2006612,PEMA013085300,CSA5000,화,흥국,미사리,10.4,94.4,1.4,6.4,0,9720,10000
HR1021032318,2021-03-26,2004000,PEMA013060900,PEMA-HR1000,화,일양,영동,9.4,98,3.1,5.2,12.53,8100,9000
HR1021032336,2021-03-26,2004800,PEMA013060100,PEMA-HR1000,화,인천,인천,8,92,3.9,8.2,11.08,12720,10000
SR2021032341,2021-03-26,2005800,PEMA013052200,PEMA-SR2000,화,영남,포항,17.2,64.3,3.3,7.9,5.67,7910,10000
HR1021032329,2021-03-26,2004600,PEMA013041507,PEMA-HR1000,화,성진도시,화성,9.4,98,3.1,5.2,12.53,8669,7000
HR1521032339,2021-03-26,2005000,PEMA013035322,PEMA-HR1500,화,삼표,부산,15.5,72.8,5.7,23.1,4.17,8232,7000
HR1021032307,2021-03-26,2003800,PEMA013030401,PEMA-HR1000,화,부국,부천,8,92,3.9,8.2,11.08,8154,8000
HR1021032328,2021-03-26,2004500,PEMA013023005,PEMA-HR1000,화,동양,안양,9.4,98,3.1,5.2,12.53,6160,7000
AE21032452,2021-03-27,2006606,SSA073046500,AE,수,신일,송파,10.2,62.3,3.3,0.2,2.75,1901,2000
HR1021032425,2021-03-27,2001200,PEMA623022500,PEMA-HR1000,수,대아,함안,13.7,46,2.2,0,0,9288,10000
580F21032409,2021-03-27,2006400,PEMA073050413,PEMA-580FX,수,아주,가좌,8.4,75.9,3.1,0,0,24596,20000
CSA521032451,2021-03-27,2007400,PEMA073022500,CSA5000,수,승일,함안,13.7,46,2.2,0,0,6976,10000
HR1521032418,2021-03-27,2003000,PEMA063048100,PEMA-HR1500,수,구암,담양,12.3,56.3,2.2,0,0,2444,2000
HR1021032422,2021-03-27,2001102,PEMA063041501,PEMA-HR1000,수,성진,인천,8.4,75.9,3.1,0,0,7210,10000
SR5F21032417,2021-03-27,2004300,PEMA063021700,PEMA-SR5000F,수,동서,부산,15.1,54,5.1,0,0,3492,5000
HR1521032450,2021-03-27,2003600,PEMA053046500,PEMA-HR1500,수,신일,송파,10.2,62.3,3.3,0.2,2.75,4590,5000
HR1521032432,2021-03-27,2003400,PEMA043048519,PEMA-HR1500,수,쌍용,울산,16.3,43.6,2.3,0,0,4968,6000
PCM221032420,2021-03-27,2003800,PEMA043031800,PEMA-PCM2000,수,삼덕,평택,9.8,71.3,2.9,0.1,0.75,8039,7000
SR2021032454,2021-03-27,2004104,PEMA033126700,PEMA-SR2000,수,합천,합천,15.2,44.4,1.7,0,0,6768,5000
HR1521032435,2021-03-27,2003500,PEMA033084300,PEMA-HR1500,수,호성,순천,13.3,51.4,3.4,0,0,8448,10000
PCM221032449,2021-03-27,2007100,PEMA033058615,PEMA-PCM2000,수,유진,평택,9.8,71.3,2.9,0.1,0.75,8276,6000
HR1021032448,2021-03-27,2002600,PEMA033046500,PEMA-HR1000,수,신일,송파,10.2,62.3,3.3,0.2,2.75,11180,10000
CSA521032433,2021-03-27,2007200,PEMA033035307,CSA5000,수,삼표,풍납,10.2,62.3,3.3,0.2,2.75,10349,8000
CSA521032447,2021-03-27,2007302,PEMA033035303,CSA5000,수,삼표,성수,10.2,62.3,3.3,0.2,2.75,6752,7000
HR1521032430,2021-03-27,2003300,PEMA023125200,PEMA-HR1500,수,세진,부산,15.1,54,5.1,0,0,7533,8000
HR1021032408,2021-03-27,2007500,PEMA023105100,PEMA-HR1000,수,삼우,경산,15.1,51,3.1,0,0,7832,10000
HR1021032437,2021-03-27,2001800,PEMA023100500,PEMA-HR1000,수,대성,장흥,12.7,60.4,1.5,0,0,9944,10000
CSA521032421,2021-03-27,2006900,PEMA023089240,CSA5000,수,고려,당진,9.7,80,2.2,0,0,12672,10000
HR1021032427,2021-03-27,2001300,PEMA023061900,PEMA-HR1000,수,정도,울진,14.5,40.8,3.1,0,0,3915,5000
500F21032407,2021-03-27,2006300,PEMA023058600,PEMA-500FR,수,유진,강서,10.2,62.3,3.3,0.2,2.75,7290,10000
CSA521032406,2021-03-27,2006700,PEMA023054400,CSA5000,수,예일,예산,10.9,64.1,2.1,0,0.58,5792,5000
HR1021032445,2021-03-27,2002500,PEMA023041503,PEMA-HR1000,수,성진,천안,11.1,57.9,2.1,0,0,13080,10000
HR1521032424,2021-03-27,2003200,PEMA023032100,PEMA-HR1500,수,삼보,함안,13.7,46,2.2,0,0,7272,10000
HR1021032443,2021-03-27,2002300,PEMA023024801,PEMA-HR1000,수,동진,수원,9.8,71.3,2.9,0.1,0.75,6171,5000
HR1021032444,2021-03-27,2002400,PEMA023024801,PEMA-HR1000,수,동진,수원,9.8,71.3,2.9,0.1,0.75,6160,5000
SR2021032442,2021-03-27,2004100,PEMA023014200,PEMA-SR2000,수,대성,울산,16.3,43.6,2.3,0,0,5247,5000
CSA521032431,2021-03-27,2007100,PEMA023007400,CSA5000,수,금남,여수,14.6,52.4,4.8,0,0,10890,10000
PCR321032405,2021-03-27,2003900,PEMA013133000,PEMA-PCR3000N,수,여흥,서울,10.2,62.3,3.3,0.2,2.75,3826,3000
CSA521032416,2021-03-27,2006800,PEMA013128700,CSA5000,수,은성,천안,11.1,57.9,2.1,0,0,12816,10000
HR1021032428,2021-03-27,2001400,PEMA013128300,PEMA-HR1000,수,경연,원주,11.2,51.6,1.9,0.9,0,1966,2000
HR1021032429,2021-03-27,2001500,PEMA013128300,PEMA-HR1000,수,경연,원주,11.2,51.6,1.9,0.9,0,1709,3000
HR1521032453,2021-03-27,2003700,PEMA013126700,PEMA-HR1500,수,합천,합천,15.2,44.4,1.7,0,0,2548,5000
580F21032415,2021-03-27,2006500,PEMA013118900,PEMA-580FX,수,유니캠,화성,9.8,71.3,2.9,0.1,0.75,15000,15000
HR1021032414,2021-03-27,2007700,PEMA013116700,PEMA-HR1000,수,현진,동해,14.4,31.6,2.9,0,0,9568,10000
HR1021032413,2021-03-27,2007600,PEMA013114400,PEMA-HR1000,수,한빛,부안,10.8,80.3,1.6,0,0,7695,10000
HR1021032441,2021-03-27,2002200,PEMA013108400,PEMA-HR1000,수,우신,파주,9.3,69.4,2.3,0.1,0,6696,8000
HR1021032440,2021-03-27,2002100,PEMA013089230,PEMA-HR1000,수,고려,서인천,8.4,75.9,3.1,0,0,7920,10000
HR1021032439,2021-03-27,2002000,PEMA013089220,PEMA-HR1000,수,고려,천안,11.1,57.9,2.1,0,0,5508,8000
HR1521032423,2021-03-27,2003100,PEMA013082100,PEMA-HR1500,수,대원씨앤엠,울산,16.3,43.6,2.3,0,0,21978,15000
HR1021032436,2021-03-27,2001700,PEMA013080109,PEMA-HR1000,수,한일,청주,12.5,47,2.1,0,0.58,7128,5000
SR3F21032412,2021-03-27,2004200,PEMA013072101,PEMA-SR3000F,수,태명,천안,11.1,57.9,2.1,0,0,5544,10000
CSA521032426,2021-03-27,2007000,PEMA013061900,CSA5000,수,정도,울진,14.5,40.8,3.1,0,0,4050,5000
SR2021032411,2021-03-27,2004000,PEMA013052200,PEMA-SR2000,수,영남,포항,15.9,37.9,3.2,0,0,11115,9000
HR1021032455,2021-03-27,2002700,PEMA013049303,PEMA-HR1000,수,아세아,약목,14.1,42.9,1.7,0,0,5090,7000
HR1021032434,2021-03-27,2001600,PEMA013047000,PEMA-HR1000,수,신진,영광,11.1,71.5,1.5,0,0,7632,10000
HR1021032419,2021-03-27,2007800,PEMA013046900,PEMA-HR1000,수,신진,대구,15.1,51,3.1,0,0,8547,10000
CSA421032438,2021-03-27,2006609,PEMA013046500,CSA4000,수,신일,송파,10.2,62.3,3.3,0.2,2.75,6720,10000
HR1521032410,2021-03-27,2002900,PEMA013028200,PEMA-HR1500,수,바나,여수,14.6,52.4,4.8,0,0,10176,10000
HR1021030713,2021-03-10,2005700,PEMA013026702,PEMA-HR1000,일,모헨즈,천안,7.8,89.9,1,3.8,0,4848,5000
AE21030805,2021-03-11,2007500,SSA073046500,AE,월,신일,송파,9.2,62.8,2.2,0,0,756,1000
AE21030842,2021-03-11,2007600,SSA013085300,AE,월,흥국,미사리,9.4,65.9,1.3,0,0,6048,7000
AE21030802,2021-03-11,2007400,SSA013035303,AE,월,삼표,성수,9.2,62.8,2.2,0,0,3861,3000
SR2021030827,2021-03-11,2003900,PEMA333048200,PEMA-SR2000,월,신창,포항,9.8,67.3,2.9,0,0,6510,10000
HR1021030841,2021-03-11,2003100,PEMA253048300,PEMA-HR1000,월,서해,태안,8.1,69.5,1.8,0,0,5712,8000
HR1021030817,2021-03-11,2002300,PEMA153048300,PEMA-HR1000,월,대호,서산,8.1,69.5,1.8,0,0,7770,10000
HR1021030833,2021-03-11,2002700,PEMA153001100,PEMA-HR1000,월,우성,강릉,7.6,71.9,1.7,0,0,9540,10000
HR1021030835,2021-03-11,2002800,PEMA13031400,PEMA-HR1000,월,산하,덕소,9.4,65.9,1.3,0,0,10200,10000
HR1021030839,2021-03-11,2005200,PEMA063041501,PEMA-HR1000,월,성진,인천,7.8,66.5,2.6,0,0,7560,10000
SR3F21030823,2021-03-11,2004100,PEMA063030500,PEMA-SR3000F,월,부산,부산,10.9,64,2.8,0,0,2990,4000
HR1521030804,2021-03-11,2003200,PEMA053046500,PEMA-HR1500,월,신일,송파,9.2,62.8,2.2,0,0,3072,5000
CSA521030807,2021-03-11,2001200,PEMA043099300,CSA5000,월,대왕,안성,9.3,65.5,1.3,0,0,11990,10000
SR3F21030832,2021-03-11,2004104,PEMA043046500,PEMA-SR3000F,월,신일,송파,9.2,62.8,2.2,0,0,3399,3000
SR2A21030831,2021-03-11,2004000,PEMA043043200,PEMA-SR2000A,월,세진,경광주,9.3,65.5,1.3,0,0,9072,7000
HR1021030838,2021-03-11,2003000,PEMA043041502,PEMA-HR1000,월,성진,화성,8.1,72.9,1.6,0,0,6998,9000
PCM221030834,2021-03-11,2003600,PEMA043031800,PEMA-PCM2000,월,삼덕,평택,8.1,72.9,1.6,0,0,8791,8000
HR1021030821,2021-03-11,2002400,PEMA043023200,PEMA-HR1000,월,동양,경광주,9.3,65.5,1.3,0,0,8918,10000
580F21030819,2021-03-11,2007200,PEMA033103000,PEMA-580FX,월,미래,담양,7.7,79.9,1.3,0,0,17550,15000
580F21030830,2021-03-11,2007302,PEMA033101400,PEMA-580FX,월,하나,금산,7.7,81,1,0,0,7812,15000
HR1021030815,2021-03-11,2005000,PEMA033088300,PEMA-HR1000,월,성진,안양,8.1,72.9,1.6,0,0,5796,7000
HR1021030816,2021-03-11,2005100,PEMA033088300,PEMA-HR1000,월,성진,안양,8.1,72.9,1.6,0,0,6006,5000
HR1021030803,2021-03-11,2001600,PEMA033046500,PEMA-HR1000,월,신일,송파,9.2,62.8,2.2,0,0,10406,10000
CR1021030818,2021-03-11,2007700,PEMA033040300,PEMA-CR1000,월,성신,공주,7.2,76,1.2,0,0,8256,10000
CSA521030829,2021-03-11,2001400,PEMA033035307,CSA5000,월,삼표,풍납,9.2,62.8,2.2,0,0,10666,8000
CSA521030801,2021-03-11,2001102,PEMA033035303,CSA5000,월,삼표,성수,9.2,62.8,2.2,0,0,5616,5000
CSA521030837,2021-03-11,2001500,PEMA033035303,CSA5000,월,삼표,성수,9.2,62.8,2.2,0,0,10450,10000
HR1521030822,2021-03-11,2003400,PEMA033030500,PEMA-HR1500,월,부산,부산,10.9,64,2.8,0,0,8906,11000
HR1521030813,2021-03-11,2003300,PEMA033014200,PEMA-HR1500,월,대성,울산,9.8,72.4,2.8,0,0,9152,10000
HR1521030840,2021-03-11,2003500,PEMA023113300,PEMA-HR1500,월,동명,울산,9.8,72.4,2.8,0,0,9801,10000
HR1021030812,2021-03-11,2002100,PEMA023105100,PEMA-HR1000,월,삼우,경산,9.8,77.1,1.5,0,0,13440,10000
HR1021030811,2021-03-11,2002000,PEMA023058200,PEMA-HR1000,월,유니온,포항,9.8,67.3,2.9,0,0,9603,9000
PR1021030820,2021-03-11,2007000,PEMA023033303,PEMA-PR1000,월,삼성,문경,7.9,74.8,1.7,0,0,17550,15000
PR2021030810,2021-03-11,2003800,PEMA023024804,PEMA-PR2000,월,동진파일,서산,8.1,69.5,1.8,0,0,11200,10000
HR1021030814,2021-03-11,2002200,PEMA013132400,PEMA-HR1000,월,삼화알엠씨,양주,7.9,72.4,1.4,0,0,5922,7000
HR1021030809,2021-03-11,2001800,PEMA013116100,PEMA-HR1000,월,추부,금산,7.7,81,1,0,0,10476,10000
