ORDERID,SOLDDATE,CUSTID,PRODID,PRODNAME,WEEKDAY,SITEBUSNAME,REGION,D_DAY_2_TEM,D_DAY_2_HUM,D_DAY_2_WIND,D_DAY_2_TEM_RAINAMOUNT,D_DAY_2_RAINHOUR,ORDER_QUANT,SOLD_QUANT
PR2021030904_200602,2020-06-05,2004400,PEMA023045801,PEMA-PR2000,화,신아,영동,21.6,81.6,1.7,0,0,2332,3060
PR1021030909_200602,2020-06-05,2007400,PEMA023019800,PEMA-PR1000,화,도봉,여주,23.5,69.6,1.3,0,0,1175,2040
SR3F21030934_200602,2020-06-05,2007600,PEMA023035303,PEMA-SR3000F,화,삼표,성수,22.7,69.4,2.3,0,0,6052,6120
PR1021030903_200602,2020-06-05,2007200,PEMA023129801,PEMA-PR1000,화,삼일,충주,22.7,58.5,1.2,0,0,3966,3060
HR1021030936_200602,2020-06-05,2006400,PEMA013061000,PEMA-HR1000,화,일진,양평,23.3,66.6,1.5,0,0,3290,3060
AE21030916_2_200602,2020-06-05,2004400,SSA013035309,AE,화,삼표,용인,21.6,81.6,1.7,0,0,1485,2040
AE21030923_2_200602,2020-06-05,2001200,SSA013069401,AE,화,천마,서울,22.7,69.4,2.3,0,0,7050,10200
CSA521030930_200602,2020-06-05,2001400,PEMA013085300,CSA5000,화,흥국,미사리,23.3,66.6,1.5,0,0,10704,10200
580F21030902_200602,2020-06-05,2004200,PEMA013099150,PEMA-580FX,화,쌍용,부천,19.8,80.1,2.4,0,0,30339,20400
HR1021030913_200602,2020-06-05,2002200,PEMA043030401,PEMA-HR1000,화,부국,부천,19.8,80.1,2.4,0,0,9070,8160
CSA521030929_200602,2020-06-05,2004800,PEMA013031700,CSA5000,화,삼덕,인천,19.8,80.1,2.4,0,0,8561,10200
CSA521030917_200602,2020-06-05,2004700,PEMA033035309,CSA5000,화,삼표,용인,21.6,81.6,1.7,0,0,10516,7140
SR2021030940_200602,2020-06-05,2004700,PEMA033049301,PEMA-SR2000,화,아세아,안양,21.6,81.6,1.7,0,0,5406,5100
HR1021030910_200602,2020-06-05,2005600,PEMA013041507,PEMA-HR1000,화,성진도시,화성,21.6,81.6,1.7,0,0,8406,7140
HR1021030905_200602,2020-06-05,2005300,PEMA043101200,PEMA-HR1000,화,영진,칠곡,23.9,57.1,0.8,0,0,9156,10200
PR1021030908_200602,2020-06-05,2007302,PEMA013901520,PEMA-PR1000,화,동양파일,아산,22.6,76,1,0,0,19584,20400
HR1021030924_200602,2020-06-05,2006100,PEMA023034201,PEMA-HR1000,화,삼양,남양주,23.3,66.6,1.5,0,0,8954,7140
HR1021030907_200602,2020-06-05,2005500,PEMA013114400,PEMA-HR1000,화,한빛,부안,21.8,80.1,1.3,0,0,9515,10200
HR1021030937_200602,2020-06-05,2006500,PEMA013115800,PEMA-HR1000,화,일진기업,양평,23.3,66.6,1.5,0,0,2924,5100
CSA521030912_200602,2020-06-05,2001300,PEMA023035315,CSA5000,화,삼표,오산,21.6,81.6,1.7,0,0,8617,8160
AE21030935_2_200602,2020-06-05,2004500,SSA013035303,AE,화,삼표,성수,22.7,69.4,2.3,0,0,1712,2040
PCM221030925_200602,2020-06-05,2006612,PEMA063061300,PEMA-PCM2000,화,장원,남양주,23.3,66.6,1.5,0,0,2615,2040
PCMB21030927_200602,2020-06-05,2006800,PEMA073061300,PEMA-PCM2000B,화,장원,남양주,23.3,66.6,1.5,0,0,1849,2040
AE21030922_2_200602,2020-06-05,2001102,SSA013035315,AE,화,삼표,오산,21.6,81.6,1.7,0,0,2197,3060
HR1021030918_200602,2020-06-05,2005800,PEMA13031400,PEMA-HR1000,화,산하,덕소,23.3,66.6,1.5,0,0,12252,10200
